date,id,data,extra,feedback
19/11/2013,CB9FDCB5-B6D3-E3C2-83AA-72A58B6EA1D7,"3,0,0,0,58,71,29,0,0,0,100,1,10,0,0,0,15,90,25,0,0,0,73,29,4,0,0,0,28,76,12,0,0,0,95,3,32,0,0,0,1,99,8,0,0,0,10,89,22,0,0,0,60,62,18,0,0,0,93,15,21,0,0,0,51,51,20,0,0,0,30,67,31,0,0,0,26,79,13,0,0,0,55,55,2,0,0,0,50,50,26,0,0,0,34,71,1,0,0,0,42,52,16,0,0,0,98,0,15,0,0,0,53,52,7,0,0,0,63,44,30,0,0,0,37,70,9,0,0,0,0,99,23,0,0,0,0,0,11,0,0,0,9,54,6,0,0,0,63,26,19,0,0,0,46,51,28,0,0,0,39,0,17,0,0,0,35,29,24,0,0,0,39,65,27,0,0,0,10,32,5,0,0,0,98,0,14,0,0,0,0,16","1,55,8,9,26.069066666666668,1,1,9","Typically, when A or B seemed to have greater impact when striking E, that made A or B more responsible in my mind.  Sometimes, it was harder to tell, as in cases when A or B struck each other first, then one of them struck E alone."
19/11/2013,7EB1B1CA-3D26-E3F5-04FC-72A50A37D875,"17,0,0,0,0,100,24,0,0,0,100,100,4,0,0,0,100,100,30,0,0,0,58,58,7,0,0,0,100,72,19,0,0,0,15,14,1,0,0,0,18,18,23,0,0,0,100,0,6,0,0,0,0,100,10,0,0,0,100,0,25,0,0,0,86,19,5,0,0,0,0,71,29,0,0,0,91,28,32,0,0,0,56,0,11,0,0,0,0,99,22,0,0,0,100,33,31,0,0,0,51,27,26,0,0,0,68,12,12,0,0,0,20,72,8,0,0,0,100,0,27,0,0,0,0,100,20,0,0,0,24,24,14,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,70,9,0,0,0,100,0,18,0,0,0,82,42,21,0,0,0,0,100,3,0,0,0,100,100,16,0,0,0,0,100,15,0,0,0,100,100,13,0,0,0,100,0","2,23,4,10,17.092533333333332,2,1,9",When A or B made direct contact with E. They were less responsible when E was already moving towards to goal.
19/11/2013,590B6529-A356-E79E-EF2F-72A64ACF345A,"18,0,0,0,62,28,25,0,0,0,52,51,3,0,0,0,53,52,23,0,0,0,3,3,16,0,0,0,97,3,32,0,0,0,3,98,22,0,0,0,49,82,7,0,0,0,47,76,19,0,0,0,56,56,30,0,0,0,3,70,11,0,0,0,97,4,31,0,0,0,58,57,21,0,0,0,74,4,8,0,0,0,4,91,13,0,0,0,3,3,28,0,0,0,94,3,26,0,0,0,91,4,4,0,0,0,67,59,12,0,0,0,52,73,14,0,0,0,3,3,24,0,0,0,67,52,5,0,0,0,21,88,15,0,0,0,51,50,2,0,0,0,3,5,29,0,0,0,85,23,6,0,0,0,37,74,27,0,0,0,90,12,10,0,0,0,4,4,17,0,0,0,7,80,1,0,0,0,13,89,20,0,0,0,13,74,9,0,0,0,10,85","1,53,5,9,17.173866666666665,1,1,9",I chose which ever ball hit E harder or more often
19/11/2013,8EB87818-B39B-47D9-0175-72A6D62F2612,"12,0,0,0,91,0,4,0,0,0,52,51,31,0,0,0,0,0,16,0,0,0,99,0,29,0,0,0,51,50,8,0,0,0,0,99,19,0,0,0,0,0,11,0,0,0,100,0,7,0,0,0,16,83,20,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,100,0,26,0,0,0,0,100,25,0,0,0,50,49,23,0,0,0,0,0,30,0,0,0,49,48,15,0,0,0,48,48,6,0,0,0,100,0,27,0,0,0,100,0,3,0,0,0,52,51,24,0,0,0,0,100,32,0,0,0,0,100,21,0,0,0,100,0,28,0,0,0,100,0,13,0,0,0,0,100,2,0,0,0,0,0,17,0,0,0,100,0,18,0,0,0,51,50,9,0,0,0,0,100,22,0,0,0,50,50,14,0,0,0,0,0,1,0,0,0,0,0","2,31,4,9,24.1917,1,1,9","If E was going to go in by itself, it was A or B's fault if it did not depending on which one hit it or if it was a 3 ball chain reaction.  If neither A or B touched E then it was never either one of their fault.  If one hit E towards the goal but the other stopped it then it was all the one that stopped E's fault."
19/11/2013,3982EDA2-EDCA-83AD-2CC3-72A64767DF97,"9,0,0,0,0,100,17,0,0,0,75,53,4,0,0,0,0,100,26,0,0,0,100,0,29,0,0,0,100,99,25,0,0,0,100,100,5,0,0,0,100,0,31,0,0,0,0,0,7,0,0,0,100,100,30,0,0,0,100,100,2,0,0,0,0,0,1,0,0,0,42,42,19,0,0,0,50,50,28,0,0,0,48,0,15,0,0,0,100,100,27,0,0,0,50,0,21,0,0,0,82,32,11,0,0,0,100,0,6,0,0,0,100,10,14,0,0,0,0,21,8,0,0,0,0,100,3,0,0,0,50,50,22,0,0,0,100,0,23,0,0,0,0,0,12,0,0,0,100,26,13,0,0,0,0,99,10,0,0,0,14,99,32,0,0,0,0,100,20,0,0,0,57,56,16,0,0,0,100,0,24,0,0,0,54,54,18,0,0,0,100,100","2,58,4,10,18.15515,1,1,9","if both A & B helped to get E in or not 50%, if only 1 ball 100% and the other 0% - sometimes E would go in by itself and one ball help a little 25%"
19/11/2013,9067C264-1C9A-0CB9-B427-72AA01764F35,"12,0,0,0,24,78,21,0,0,0,100,0,26,0,0,0,0,100,11,0,0,0,100,0,13,0,0,0,0,100,20,0,0,0,0,100,32,0,0,0,0,100,17,0,0,0,49,49,2,0,0,0,48,48,29,0,0,0,0,100,3,0,0,0,51,50,22,0,0,0,100,0,1,0,0,0,50,49,10,0,0,0,0,100,19,0,0,0,50,50,23,0,0,0,0,100,30,0,0,0,100,0,6,0,0,0,100,0,14,0,0,0,50,50,27,0,0,0,100,0,8,0,0,0,0,100,4,0,0,0,100,100,16,0,0,0,100,0,31,0,0,0,51,51,9,0,0,0,0,100,15,0,0,0,100,100,18,0,0,0,100,100,5,0,0,0,100,1,24,0,0,0,51,51,7,0,0,0,100,100,25,0,0,0,0,100,28,0,0,0,100,0","2,34,0,10,21.78815,1,1,9",It depended on which direction the balls were going and their speed. Sometimes both A and B were responsible for E going through or not going through. Sometimes just A or B were responsible for E going through or not going through. 
19/11/2013,CE160AC2-4927-4218-2001-72AC503C383C,"17,0,0,0,84,63,29,0,0,0,83,71,1,0,0,0,51,70,27,0,0,0,98,4,10,0,0,0,4,4,11,0,0,0,100,0,18,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,16,0,0,0,100,0,14,0,0,0,10,0,13,0,0,0,0,0,24,0,0,0,45,42,28,0,0,0,98,7,19,0,0,0,98,98,31,0,0,0,98,97,21,0,0,0,4,3,15,0,0,0,99,99,22,0,0,0,0,0,20,0,0,0,96,95,8,0,0,0,0,99,23,0,0,0,0,0,3,0,0,0,99,99,7,0,0,0,99,99,9,0,0,0,0,0,6,0,0,0,0,0,30,0,0,0,0,0,4,0,0,0,98,100,5,0,0,0,0,0,12,0,0,0,98,97,32,0,0,0,65,100","1,23,5,10,18.53025,1,1,9",I have not counted but in the majority of times I beliave that both balls were responcible for ball E to come thought the gate.
19/11/2013,498EE62F-490D-66A5-312D-72B06AD09B4F,"4,0,0,0,89,62,2,0,0,0,0,0,3,0,0,0,100,100,26,0,0,0,96,12,8,0,0,0,0,77,22,0,0,0,21,100,1,0,0,0,39,63,27,0,0,0,7,100,30,0,0,0,0,0,32,0,0,0,2,85,16,0,0,0,32,81,20,0,0,0,41,63,14,0,0,0,0,0,17,0,0,0,0,0,29,0,0,0,0,0,7,0,0,0,46,75,10,0,0,0,0,0,15,0,0,0,51,50,13,0,0,0,0,0,25,0,0,0,47,100,11,0,0,0,31,34,18,0,0,0,0,0,28,0,0,0,43,72,5,0,0,0,33,17,23,0,0,0,0,0,6,0,0,0,19,20,9,0,0,0,25,68,24,0,0,0,20,52,31,0,0,0,21,100,21,0,0,0,54,50,19,0,0,0,72,83,12,0,0,0,45,71","1,21,5,8,30.0366,2,1,9",When they both hit it at the same time. Or when they both missed. The ball wasn't responsible.
19/11/2013,070D23E4-ECFF-5BFF-8CCE-72B245741C56,"10,0,0,0,0,0,11,0,0,0,0,100,18,0,0,0,36,98,20,0,0,0,98,99,30,0,0,0,89,78,32,0,0,0,100,0,5,0,0,0,99,0,16,0,0,0,0,99,17,0,0,0,99,99,23,0,0,0,0,0,19,0,0,0,99,98,4,0,0,0,90,99,9,0,0,0,99,0,28,0,0,0,0,99,13,0,0,0,0,0,22,0,0,0,98,0,12,0,0,0,100,99,24,0,0,0,98,99,14,0,0,0,0,0,26,0,0,0,0,99,29,0,0,0,99,99,6,0,0,0,99,98,25,0,0,0,99,85,27,0,0,0,0,99,21,0,0,0,0,98,1,0,0,0,99,98,15,0,0,0,99,99,2,0,0,0,0,0,31,0,0,0,99,99,7,0,0,0,99,100,8,0,0,0,99,0,3,0,0,0,100,99","1,28,0,10,37.14105,2,1,9",When A or B hit E together or seperate were responsible for hitting or not hitting E through the gate. 
19/11/2013,B92A291D-ED2C-4488-4AC3-72B3316A3FBA,"9,0,0,0,100,0,6,0,0,0,4,100,1,0,0,0,100,100,8,0,0,0,100,0,23,0,0,0,90,0,29,0,0,0,100,46,12,0,0,0,100,100,19,0,0,0,100,99,13,0,0,0,99,0,11,0,0,0,0,100,28,0,0,0,0,100,14,0,0,0,100,100,31,0,0,0,100,100,27,0,0,0,0,100,25,0,0,0,100,57,10,0,0,0,92,59,18,0,0,0,100,100,17,0,0,0,100,98,20,0,0,0,97,65,16,0,0,0,0,100,7,0,0,0,100,57,24,0,0,0,100,76,32,0,0,0,100,0,21,0,0,0,10,100,30,0,0,0,100,100,4,0,0,0,100,86,15,0,0,0,100,98,2,0,0,0,100,100,3,0,0,0,100,100,5,0,0,0,0,100,26,0,0,0,100,0,22,0,0,0,0,100","2,33,4,10,31.398016666666667,2,1,9",
19/11/2013,649F9F13-FEC1-3BA2-0828-72B1F9138D4B,"27,0,0,0,0,69,14,0,0,0,21,59,23,0,0,0,65,0,9,0,0,0,100,23,20,0,0,0,90,16,32,0,0,0,26,0,11,0,0,0,0,100,6,0,0,0,0,100,7,0,0,0,100,61,8,0,0,0,100,0,18,0,0,0,100,100,4,0,0,0,85,85,16,0,0,0,0,100,5,0,0,0,0,100,21,0,0,0,6,100,1,0,0,0,8,6,2,0,0,0,0,0,12,0,0,0,7,100,17,0,0,0,38,100,22,0,0,0,39,82,13,0,0,0,100,0,31,0,0,0,74,61,26,0,0,0,100,63,29,0,0,0,81,60,28,0,0,0,0,100,19,0,0,0,20,20,10,0,0,0,100,26,30,0,0,0,64,54,3,0,0,0,100,100,25,0,0,0,100,38,15,0,0,0,66,66,24,0,0,0,15,14","1,23,4,10,17.9969,2,1,9","The balls were responsible for going through the gate when it was not going in otherwise and they redirected its course toward the gate. They were less responsible when the ball was already destined for the gate, and the interference of A or B redirected its course but it still managed to enter the gate. "
19/11/2013,BEDA4BEF-5A28-981C-B663-72B474E63FC6,"22,0,0,0,83,34,4,0,0,0,60,71,5,0,0,0,79,21,27,0,0,0,72,0,25,0,0,0,31,25,32,0,0,0,2,2,9,0,0,0,6,92,15,0,0,0,72,71,14,0,0,0,2,2,23,0,0,0,0,0,30,0,0,0,63,33,16,0,0,0,0,0,19,0,0,0,64,63,17,0,0,0,73,10,1,0,0,0,23,31,7,0,0,0,63,75,21,0,0,0,75,1,2,0,0,0,1,0,12,0,0,0,19,65,8,0,0,0,1,93,13,0,0,0,1,0,3,0,0,0,52,52,31,0,0,0,78,6,24,0,0,0,49,77,29,0,0,0,32,73,20,0,0,0,50,77,18,0,0,0,52,58,26,0,0,0,32,89,28,0,0,0,90,5,10,0,0,0,0,0,6,0,0,0,69,47,11,0,0,0,87,0","1,18,5,2,32.4876,1,1,9","I think A was more responsible most of the time, they were sometimes equally responsible or not responsible at all."
20/11/2013,84DA4A72-3843-1C2C-A96A-72DCF088D482,"30,0,0,0,59,48,1,0,0,0,24,75,27,0,0,0,98,2,28,0,0,0,100,0,18,0,0,0,58,29,29,0,0,0,55,40,2,0,0,0,0,0,23,0,0,0,0,0,15,0,0,0,64,63,20,0,0,0,28,91,26,0,0,0,0,100,7,0,0,0,51,61,6,0,0,0,60,22,22,0,0,0,22,78,24,0,0,0,0,100,17,0,0,0,21,21,25,0,0,0,38,73,21,0,0,0,57,53,5,0,0,0,70,52,3,0,0,0,72,74,9,0,0,0,0,100,32,0,0,0,0,100,14,0,0,0,0,0,4,0,0,0,8,90,8,0,0,0,0,100,10,0,0,0,0,0,12,0,0,0,76,51,19,0,0,0,50,59,31,0,0,0,30,38,16,0,0,0,80,0,13,0,0,0,0,0,11,0,0,0,95,0","2,26,8,10,26.551983333333332,1,1,9","I thought that 'A' or 'B' were responsible for 'E' going through the gate when they had initiated 'E's path through the gate via contact between each other.  And likewise, had there been contact that impeded 'E's passing through the gate, I'd have been more likely to hold the other balls responsible. The responsibility depended mostly on how affected 'E's trajecory was, given the initial contact between the billiard balls.  I feel as though I may not have factored in an important neutral element (how 'A' and 'B' might not have been responsible due to 'E's likelihood to travel the trajectory it had as well."
20/11/2013,365BEB12-144D-6A6A-39E0-72EDAC7D1812,"11,0,0,0,0,72,16,0,0,0,0,91,30,0,0,0,100,10,2,0,0,0,81,81,23,0,0,0,0,0,6,0,0,0,7,9,18,0,0,0,76,76,24,0,0,0,30,65,14,0,0,0,5,6,26,0,0,0,87,9,25,0,0,0,66,66,20,0,0,0,77,28,31,0,0,0,80,79,28,0,0,0,7,94,8,0,0,0,86,11,19,0,0,0,75,28,5,0,0,0,16,88,15,0,0,0,81,82,17,0,0,0,72,83,22,0,0,0,15,87,21,0,0,0,9,86,3,0,0,0,92,91,4,0,0,0,90,12,9,0,0,0,86,13,13,0,0,0,65,16,1,0,0,0,11,53,32,0,0,0,79,13,12,0,0,0,9,64,29,0,0,0,64,23,27,0,0,0,16,72,10,0,0,0,79,25,7,0,0,0,81,64","2,31,2,6,22.39765,2,1,9",When they were able to push it directly in or cause the other one to do it. 
